site_id,event_id,sample_date,year,month,dist_nearest_discharge_km,site_type,n_organic_detects,total_organic_conc,ahr_fold_induction,ahr_significant,ahr_qc_flag
SITE-04,42,2016-06-15,2016,6,0.5,near_field,11,94.61267124153696,2.2834938449783317,TRUE,Pass
SITE-04,43,2016-07-15,2016,7,0.5,near_field,8,324.3308651094765,3.10872915861033,TRUE,Pass
SITE-04,44,2016-08-15,2016,8,0.5,near_field,10,124.5514289491571,1.4847772428266481,FALSE,Pass
SITE-04,45,2016-09-15,2016,9,0.5,near_field,7,170.44965414254796,3.572055511078443,TRUE,Pass
SITE-04,46,2016-10-15,2016,10,0.5,near_field,10,146.68143918121567,2.2912358984035452,TRUE,Flag-matrix
SITE-04,47,2016-11-15,2016,11,0.5,near_field,11,417.146451253295,1.078699171141023,FALSE,Pass
SITE-04,48,2016-12-15,2016,12,0.5,near_field,9,250.62145819666824,2.8305258645223295,TRUE,Pass
SITE-04,49,2017-01-15,2017,1,0.5,near_field,15,75.39237199102807,0.8555018098048488,FALSE,Flag-matrix
SITE-04,50,2017-02-15,2017,2,0.5,near_field,15,142.05248669681808,1.9507987538064437,TRUE,Flag-matrix
SITE-04,51,2017-03-15,2017,3,0.5,near_field,18,142.47319829650823,2.2284211206521363,TRUE,Flag-matrix
SITE-04,52,2017-04-15,2017,4,0.5,near_field,13,136.45662684775837,2.9472098697401106,TRUE,Flag-matrix
SITE-04,53,2017-05-15,2017,5,0.5,near_field,15,292.06339787630253,3.6544644003515274,TRUE,Pass
SITE-04,54,2017-06-15,2017,6,0.5,near_field,14,117.2726291687933,0.5342744661699157,FALSE,Pass
SITE-04,55,2017-07-15,2017,7,0.5,near_field,12,123.56570950321279,3.848512234923207,TRUE,Flag-matrix
SITE-04,56,2017-08-15,2017,8,0.5,near_field,13,257.13807458082135,2.7445232444806127,TRUE,Pass
SITE-04,57,2017-09-15,2017,9,0.5,near_field,19,355.84178213491464,2.5752570286239975,TRUE,Pass
SITE-04,58,2017-10-15,2017,10,0.5,near_field,15,251.01428235606244,2.261941770270288,TRUE,Pass
SITE-04,59,2017-11-15,2017,11,0.5,near_field,13,362.56015117594177,2.3098076128032057,TRUE,Flag-matrix
SITE-04,60,2017-12-15,2017,12,0.5,near_field,16,395.2740064214421,2.5602925029031116,TRUE,Pass
SITE-04,61,2018-01-15,2018,1,0.5,near_field,23,197.18728658944747,2.089922460753818,TRUE,Pass
SITE-04,62,2018-02-15,2018,2,0.5,near_field,19,230.5670267190265,2.835232349480108,TRUE,Pass
SITE-04,63,2018-03-15,2018,3,0.5,near_field,27,204.00091778117132,1.479807034595356,FALSE,Flag-matrix
SITE-04,64,2018-04-15,2018,4,0.5,near_field,17,230.59353596771248,2.8255285022417524,TRUE,Flag-matrix
SITE-04,65,2018-05-15,2018,5,0.5,near_field,23,363.4654511331987,2.8214434734393303,TRUE,Pass
SITE-04,66,2018-06-15,2018,6,0.5,near_field,19,255.1285644868861,3.109886346090977,TRUE,Pass
SITE-04,67,2018-07-15,2018,7,0.5,near_field,17,348.39560739047283,3.0044806714165864,TRUE,Pass
SITE-04,68,2018-08-15,2018,8,0.5,near_field,19,217.7067128283902,2.276263289608232,TRUE,Pass
SITE-04,69,2018-09-15,2018,9,0.5,near_field,27,117.76211605987035,1.0313862206735116,FALSE,Pass
SITE-04,70,2018-10-15,2018,10,0.5,near_field,25,407.0352352771168,2.9004687032921224,TRUE,Pass
SITE-04,71,2018-11-15,2018,11,0.5,near_field,20,167.0076102462292,0.9350240632727034,FALSE,Pass
SITE-04,72,2018-12-15,2018,12,0.5,near_field,20,245.3298810394296,0.6065595876394065,FALSE,Pass
SITE-04,73,2019-01-15,2019,1,0.5,near_field,17,252.99239602825787,3.3412810431842823,TRUE,Pass
SITE-04,74,2019-02-15,2019,2,0.5,near_field,19,466.56309921677155,1.6523350626267783,TRUE,Pass
SITE-04,75,2019-03-15,2019,3,0.5,near_field,19,350.33793352835306,3.668859613998641,TRUE,Flag-matrix
SITE-04,76,2019-04-15,2019,4,0.5,near_field,22,235.1357671405206,2.6175012090844936,TRUE,Flag-matrix
SITE-04,77,2019-05-15,2019,5,0.5,near_field,20,400.27442461008235,1.3478036968007876,FALSE,Pass
SITE-04,78,2019-06-15,2019,6,0.5,near_field,13,267.73921775281735,3.203013255388607,TRUE,Pass
SITE-04,79,2019-07-15,2019,7,0.5,near_field,20,562.8924172069026,1.431016512496045,FALSE,Pass
SITE-04,80,2019-08-15,2019,8,0.5,near_field,20,365.6160709759576,2.8029703865070053,TRUE,Pass
SITE-04,81,2019-09-15,2019,9,0.5,near_field,15,233.17278881492112,1.6794131451854342,TRUE,Flag-matrix
SITE-04,82,2019-10-15,2019,10,0.5,near_field,17,298.70491404566917,1.1212244647480367,FALSE,Pass
SITE-04,83,2019-11-15,2019,11,0.5,near_field,16,185.8747453351618,2.3798286540645925,TRUE,Flag-matrix
SITE-04,84,2019-12-15,2019,12,0.5,near_field,19,309.9965271248566,3.1808020897419973,TRUE,Flag-matrix
SITE-04,85,2020-01-15,2020,1,0.5,near_field,19,75.60472681409647,3.454766204292192,TRUE,Pass
SITE-04,86,2020-02-15,2020,2,0.5,near_field,18,139.22502051504227,2.668814813077633,TRUE,Pass
SITE-04,87,2020-03-15,2020,3,0.5,near_field,18,92.70640970946165,2.9938217943334484,TRUE,Pass
SITE-04,88,2020-04-15,2020,4,0.5,near_field,19,98.3809181350173,2.5487007355608067,TRUE,Pass
SITE-04,89,2020-05-15,2020,5,0.5,near_field,20,57.60237099873928,2.0264204679566493,TRUE,Flag-matrix
SITE-04,90,2020-06-15,2020,6,0.5,near_field,22,83.1913677539713,3.2086302168389005,TRUE,Pass
SITE-04,91,2020-07-15,2020,7,0.5,near_field,19,137.7812557993695,2.888407941667607,TRUE,Pass
SITE-04,92,2020-08-15,2020,8,0.5,near_field,19,76.19033163891785,2.2285222811390204,TRUE,Pass
SITE-04,93,2020-09-15,2020,9,0.5,near_field,21,75.49267585176507,1.8765994115010973,TRUE,Flag-matrix
SITE-04,94,2020-10-15,2020,10,0.5,near_field,20,85.90524462815476,1.6416379799071517,TRUE,Pass
SITE-04,95,2020-11-15,2020,11,0.5,near_field,19,67.52754248871928,1.184735995004141,FALSE,Pass
SITE-04,96,2020-12-15,2020,12,0.5,near_field,22,75.17523052637198,2.0178007278775882,TRUE,Flag-matrix
SITE-04,97,2021-01-15,2021,1,0.5,near_field,25,341.2514584009035,2.1938478789228215,TRUE,Pass
SITE-04,98,2021-02-15,2021,2,0.5,near_field,22,318.54043836415303,2.7392299377091716,TRUE,Pass
SITE-04,99,2021-03-15,2021,3,0.5,near_field,22,237.8209353727008,1.4244867417183324,FALSE,Pass
SITE-04,100,2021-04-15,2021,4,0.5,near_field,21,155.34213158432428,1.1831247616755993,FALSE,Flag-matrix
SITE-04,101,2021-05-15,2021,5,0.5,near_field,25,277.61088815236695,1.0240439946483426,FALSE,Pass
SITE-04,102,2021-06-15,2021,6,0.5,near_field,29,295.8372013793015,1.3615825051600272,FALSE,Pass
SITE-04,103,2021-07-15,2021,7,0.5,near_field,24,222.9756420162227,1.9403247724604937,TRUE,Pass
SITE-04,104,2021-08-15,2021,8,0.5,near_field,23,392.91546003356166,3.3479056622396417,TRUE,Pass
SITE-04,105,2021-09-15,2021,9,0.5,near_field,26,253.29923714306443,2.4731111787737086,TRUE,Pass
SITE-04,106,2021-10-15,2021,10,0.5,near_field,19,224.7642789892945,2.7836491058716826,TRUE,Flag-matrix
SITE-04,107,2021-11-15,2021,11,0.5,near_field,25,331.4347640427965,3.671003327118798,TRUE,Pass
SITE-04,108,2021-12-15,2021,12,0.5,near_field,23,187.0282720377319,2.4603196296921777,TRUE,Pass
SITE-04,109,2022-01-15,2022,1,0.5,near_field,9,107.42538297983629,2.3587808076637695,TRUE,Flag-matrix
SITE-04,110,2022-02-15,2022,2,0.5,near_field,8,161.2605883001723,4.410765696553259,TRUE,Pass
SITE-04,111,2022-03-15,2022,3,0.5,near_field,8,279.8532714223413,3.4745113124264893,TRUE,Pass
SITE-04,112,2022-04-15,2022,4,0.5,near_field,5,39.506643807052605,2.00163290737633,TRUE,Flag-matrix
SITE-04,113,2022-05-15,2022,5,0.5,near_field,6,54.32398974645276,0.8798530145601036,FALSE,Flag-matrix
SITE-04,114,2022-06-15,2022,6,0.5,near_field,8,265.08082967820275,2.863942088601346,TRUE,Pass
SITE-04,115,2022-07-15,2022,7,0.5,near_field,8,231.82987855171697,1.2142369052441253,FALSE,Pass
SITE-04,116,2022-08-15,2022,8,0.5,near_field,6,111.54026226801771,1.417842025074584,FALSE,Flag-matrix
SITE-04,117,2022-09-15,2022,9,0.5,near_field,7,73.41484155278413,3.0019401550021447,TRUE,Pass
SITE-04,118,2022-10-15,2022,10,0.5,near_field,6,123.02213414997928,0.7169588546460042,FALSE,Pass
SITE-04,119,2022-11-15,2022,11,0.5,near_field,9,167.01016252339159,2.779386150214414,TRUE,Pass
SITE-04,120,2022-12-15,2022,12,0.5,near_field,5,206.73792678181593,1.8471070271853076,TRUE,Pass
SITE-04,121,2023-01-15,2023,1,0.5,near_field,14,17.437045273755395,3.0389018742512266,TRUE,Pass
SITE-04,122,2023-02-15,2023,2,0.5,near_field,15,23.363582003784884,1.4573814762167487,FALSE,Flag-matrix
SITE-04,123,2023-03-15,2023,3,0.5,near_field,10,12.40897739801944,1.7089293122465663,TRUE,Pass
SITE-04,124,2023-04-15,2023,4,0.5,near_field,15,20.426378813239417,0.9299820572462254,FALSE,Pass
SITE-04,125,2023-05-15,2023,5,0.5,near_field,12,24.75698384360613,2.9925448467330864,TRUE,Pass
SITE-04,126,2023-06-15,2023,6,0.5,near_field,11,13.739199112089988,2.1207839971422455,TRUE,Pass
SITE-04,127,2023-07-15,2023,7,0.5,near_field,15,29.362970435410272,1.2295230111988444,FALSE,Pass
SITE-04,128,2023-08-15,2023,8,0.5,near_field,13,11.626975493162256,2.7484713813781485,TRUE,Pass
SITE-04,129,2023-09-15,2023,9,0.5,near_field,14,18.679572773923528,3.3997275691075743,TRUE,Pass
SITE-04,130,2023-10-15,2023,10,0.5,near_field,13,14.644698265605813,2.6826868255902263,TRUE,Pass
SITE-04,131,2023-11-15,2023,11,0.5,near_field,9,8.389948707270428,1.086359014881653,FALSE,Pass
SITE-04,132,2023-12-15,2023,12,0.5,near_field,12,8.847161856160271,2.6259590424286157,TRUE,Pass
SITE-04,133,2024-01-15,2024,1,0.5,near_field,13,80.79968104385586,3.0680933728532307,TRUE,Flag-matrix
SITE-04,134,2024-02-15,2024,2,0.5,near_field,16,247.95289081014346,2.4140931776499857,TRUE,Flag-matrix
SITE-04,135,2024-03-15,2024,3,0.5,near_field,14,174.04598756741194,2.3798934581439126,TRUE,Flag-matrix
SITE-04,136,2024-04-15,2024,4,0.5,near_field,16,140.78826928992058,1.78633749296052,TRUE,Pass
SITE-04,137,2024-05-15,2024,5,0.5,near_field,19,161.80505907552617,0.5342744661699157,FALSE,Pass
SITE-04,138,2024-06-15,2024,6,0.5,near_field,14,250.61962124445432,3.008063664004872,TRUE,Pass
SITE-04,139,2024-07-15,2024,7,0.5,near_field,13,92.34937664513728,0.5342744661699157,FALSE,Pass
SITE-04,140,2024-08-15,2024,8,0.5,near_field,12,312.207551235802,2.747095819446063,TRUE,Pass
SITE-04,141,2024-09-15,2024,9,0.5,near_field,13,153.60606409000548,2.823588023229314,TRUE,Flag-matrix
SITE-04,142,2024-10-15,2024,10,0.5,near_field,14,160.53191455347138,2.9191453371516474,TRUE,Pass
SITE-04,143,2024-11-15,2024,11,0.5,near_field,14,233.88094376601583,2.351550062791757,TRUE,Pass
SITE-04,144,2024-12-15,2024,12,0.5,near_field,13,328.63797336860335,2.4385707907414345,TRUE,Pass
SITE-05,1,2013-01-15,2013,1,1,near_field,13,23.330697197614676,0.9661976833828021,FALSE,Pass
SITE-05,2,2013-02-15,2013,2,1,near_field,11,18.7832845911759,2.457007298397581,TRUE,Pass
SITE-05,3,2013-03-15,2013,3,1,near_field,8,13.380933980785176,1.6144221576815725,TRUE,Flag-matrix
SITE-05,4,2013-04-15,2013,4,1,near_field,9,19.26185435765857,0.9172318431503597,FALSE,Pass
SITE-05,5,2013-05-15,2013,5,1,near_field,12,17.037175519882435,1.79263124483648,TRUE,Pass
SITE-05,6,2013-06-15,2013,6,1,near_field,16,28.1231638980851,3.282752406189659,TRUE,Pass
SITE-05,7,2013-07-15,2013,7,1,near_field,11,23.767229006555517,1.8385550625722398,TRUE,Pass
SITE-05,8,2013-08-15,2013,8,1,near_field,15,31.967225698931085,1.8518070749376636,TRUE,Pass
SITE-05,9,2013-09-15,2013,9,1,near_field,15,28.829070904775513,1.3437720139253362,FALSE,Flag-matrix
SITE-05,10,2013-10-15,2013,10,1,near_field,11,12.128593414845447,2.181264344356062,TRUE,Pass
SITE-05,11,2013-11-15,2013,11,1,near_field,12,10.137637482304248,2.641211212804352,TRUE,Pass
SITE-05,12,2013-12-15,2013,12,1,near_field,14,17.140456189342352,1.8705785943365159,TRUE,Pass
SITE-05,13,2014-01-15,2014,1,1,near_field,13,173.3596854891453,2.6564161632652223,TRUE,Pass
SITE-05,14,2014-02-15,2014,2,1,near_field,13,72.28345274586319,1.769512823508295,TRUE,Pass
SITE-05,15,2014-03-15,2014,3,1,near_field,16,91.66644702252998,3.3555437576666125,TRUE,Pass
SITE-05,16,2014-04-15,2014,4,1,near_field,14,273.95698124919943,2.7192862609106006,TRUE,Pass
SITE-05,17,2014-05-15,2014,5,1,near_field,14,169.94823785680302,3.750750441674355,TRUE,Pass
SITE-05,18,2014-06-15,2014,6,1,near_field,16,236.99036694663775,3.236897451374925,TRUE,Pass
SITE-05,19,2014-07-15,2014,7,1,near_field,18,353.82673301579996,3.6420542396635693,TRUE,Pass
SITE-05,20,2014-08-15,2014,8,1,near_field,13,308.42430682825295,3.761023389512363,TRUE,Pass
SITE-05,21,2014-09-15,2014,9,1,near_field,15,177.9497633429481,2.1682946375433794,TRUE,Pass
SITE-05,22,2014-10-15,2014,10,1,near_field,13,237.50488630907063,2.694586661261821,TRUE,Pass
SITE-05,23,2014-11-15,2014,11,1,near_field,12,10.208060179563153,1.5615323574977862,TRUE,Pass
SITE-05,24,2014-12-15,2014,12,1,near_field,12,14.692276402773292,1.0411294024654252,FALSE,Flag-matrix
SITE-05,25,2015-01-15,2015,1,1,near_field,4,2.5403516988874,0.9172318431503597,FALSE,Pass
SITE-05,26,2015-02-15,2015,2,1,near_field,7,6.4462340064853505,1.4195072786838714,FALSE,Pass
SITE-05,27,2015-03-15,2015,3,1,near_field,2,1.1625073720165815,1.807963111816757,TRUE,Pass
SITE-05,28,2015-04-15,2015,4,1,near_field,5,4.178698071720277,2.2520822407846435,TRUE,Pass
SITE-05,29,2015-05-15,2015,5,1,near_field,3,3.4756980677148164,0.9172318431503597,FALSE,Pass
SITE-05,30,2015-06-15,2015,6,1,near_field,6,1.7524625575160762,1.5738742755886654,TRUE,Pass
SITE-05,31,2015-07-15,2015,7,1,near_field,8,3.9041950152232023,0.9172318431503597,FALSE,Pass
SITE-05,32,2015-08-15,2015,8,1,near_field,5,2.8198714902182416,2.6760125673255835,TRUE,Pass
SITE-05,33,2015-09-15,2015,9,1,near_field,8,7.687886056465054,1.404165610843461,FALSE,Pass
SITE-05,34,2015-10-15,2015,10,1,near_field,7,6.302624751049524,2.173755199900461,TRUE,Pass
SITE-05,35,2015-11-15,2015,11,1,near_field,4,1.1764631387893263,0.9172318431503597,FALSE,Pass
SITE-05,36,2015-12-15,2015,12,1,near_field,5,2.409084314739703,0.9172318431503597,FALSE,Pass
SITE-05,37,2016-01-15,2016,1,1,near_field,15,91.77606146589186,2.300073985206607,TRUE,Pass
SITE-05,38,2016-02-15,2016,2,1,near_field,17,136.72941985999228,3.0680949140784652,TRUE,Flag-matrix
SITE-05,39,2016-03-15,2016,3,1,near_field,14,296.0450645290572,3.0590034220354188,TRUE,Pass
SITE-05,40,2016-04-15,2016,4,1,near_field,11,26.695951037869015,1.888861019664969,TRUE,Pass
SITE-05,41,2016-05-15,2016,5,1,near_field,19,65.09009576118497,3.399099228428345,TRUE,Pass
SITE-05,42,2016-06-15,2016,6,1,near_field,14,174.94097102371296,2.796341556141044,TRUE,Pass
SITE-05,43,2016-07-15,2016,7,1,near_field,15,158.3638927879923,0.9172318431503597,FALSE,Pass
SITE-05,44,2016-08-15,2016,8,1,near_field,11,46.606625122950014,1.1164703639160185,FALSE,Pass
SITE-05,45,2016-09-15,2016,9,1,near_field,12,145.06153742654607,0.9172318431503597,FALSE,Pass
SITE-05,46,2016-10-15,2016,10,1,near_field,17,328.19616133802947,2.2978534570393045,TRUE,Flag-matrix
SITE-05,47,2016-11-15,2016,11,1,near_field,16,175.26810732523214,2.578702326990087,TRUE,Pass
SITE-05,48,2016-12-15,2016,12,1,near_field,14,39.28781171996,2.623517456314053,TRUE,Pass
SITE-05,49,2017-01-15,2017,1,1,near_field,13,23.096130859170618,1.5373984360349051,TRUE,Pass
SITE-05,50,2017-02-15,2017,2,1,near_field,17,173.19254248111747,3.614668289413345,TRUE,Pass
SITE-05,51,2017-03-15,2017,3,1,near_field,19,297.7510043741724,1.8332682534856999,TRUE,Pass
SITE-05,52,2017-04-15,2017,4,1,near_field,16,265.040524356957,2.2881224965399274,TRUE,Flag-matrix
SITE-05,53,2017-05-15,2017,5,1,near_field,15,101.35739620108349,1.7795236536446706,TRUE,Pass
SITE-05,54,2017-06-15,2017,6,1,near_field,14,175.43848719695916,2.532159929253657,TRUE,Pass
SITE-05,55,2017-07-15,2017,7,1,near_field,16,308.56317425509053,3.9660015607471557,TRUE,Pass
SITE-05,56,2017-08-15,2017,8,1,near_field,15,35.86819062719304,2.278690685791991,TRUE,Pass
SITE-05,57,2017-09-15,2017,9,1,near_field,15,73.33803260840983,1.8201768254302682,TRUE,Pass
SITE-05,58,2017-10-15,2017,10,1,near_field,13,132.25708469511443,1.9920355245112473,TRUE,Flag-matrix
SITE-05,59,2017-11-15,2017,11,1,near_field,16,114.91870855182997,2.229474981289366,TRUE,Flag-matrix
SITE-05,60,2017-12-15,2017,12,1,near_field,16,280.53697988727555,3.845876260892741,TRUE,Pass
SITE-05,61,2018-01-15,2018,1,1,near_field,17,167.34171371987782,2.780866133075601,TRUE,Pass
SITE-05,62,2018-02-15,2018,2,1,near_field,16,110.56894433696748,4.24322891234538,TRUE,Pass
SITE-05,63,2018-03-15,2018,3,1,near_field,14,335.4456279260867,3.7072627647951912,TRUE,Pass
SITE-05,64,2018-04-15,2018,4,1,near_field,18,221.7833927956319,3.0799775697441363,TRUE,Pass
SITE-05,65,2018-05-15,2018,5,1,near_field,14,167.3901879803658,3.931522031987821,TRUE,Pass
SITE-05,66,2018-06-15,2018,6,1,near_field,16,225.4317035700394,2.4206324202799374,TRUE,Pass
SITE-05,67,2018-07-15,2018,7,1,near_field,16,271.668165771149,3.003575509986527,TRUE,Pass
SITE-05,68,2018-08-15,2018,8,1,near_field,17,235.12041516993872,2.7444938608556604,TRUE,Pass
SITE-05,69,2018-09-15,2018,9,1,near_field,15,94.42873088626428,2.019504791058772,TRUE,Pass
SITE-05,70,2018-10-15,2018,10,1,near_field,13,228.52510268638983,3.212377411775633,TRUE,Pass
SITE-05,71,2018-11-15,2018,11,1,near_field,13,163.90960832747882,2.004139906027723,TRUE,Pass
SITE-05,72,2018-12-15,2018,12,1,near_field,19,305.76414581362604,2.482123738117441,TRUE,Flag-matrix
SITE-05,73,2019-01-15,2019,1,1,near_field,18,211.72994299946754,1.9878064250069607,TRUE,Pass
SITE-05,74,2019-02-15,2019,2,1,near_field,24,228.2183039194672,2.303183057799148,TRUE,Pass
SITE-05,75,2019-03-15,2019,3,1,near_field,17,360.6042351827034,3.827649285308592,TRUE,Flag-matrix
SITE-05,76,2019-04-15,2019,4,1,near_field,20,442.7465303217103,3.01048571731495,TRUE,Pass
SITE-05,77,2019-05-15,2019,5,1,near_field,26,240.9443204368704,3.4606304668041146,TRUE,Pass
SITE-05,78,2019-06-15,2019,6,1,near_field,23,196.78246633040288,3.704433139064858,TRUE,Pass
SITE-05,79,2019-07-15,2019,7,1,near_field,22,226.4833420706861,3.4526967909788335,TRUE,Pass
SITE-05,80,2019-08-15,2019,8,1,near_field,20,257.0532229044531,3.85032641303373,TRUE,Pass
SITE-05,81,2019-09-15,2019,9,1,near_field,21,157.0688376913622,3.5042693630666943,TRUE,Flag-matrix
SITE-05,82,2019-10-15,2019,10,1,near_field,24,144.53209271696718,2.1606161701421236,TRUE,Pass
SITE-05,83,2019-11-15,2019,11,1,near_field,21,316.7526081595423,3.0956084263538957,TRUE,Pass
SITE-05,84,2019-12-15,2019,12,1,near_field,21,253.00248770197828,2.7825276573230386,TRUE,Flag-matrix
SITE-05,85,2020-01-15,2020,1,1,near_field,13,48.86789687479242,2.2745055364959335,TRUE,Pass
SITE-05,86,2020-02-15,2020,2,1,near_field,14,81.60637773216469,3.454326880466575,TRUE,Flag-matrix
SITE-05,87,2020-03-15,2020,3,1,near_field,15,89.82131615134848,3.14824045016704,TRUE,Flag-matrix
SITE-05,88,2020-04-15,2020,4,1,near_field,11,38.25615118939363,1.956050206560336,TRUE,Pass
SITE-05,89,2020-05-15,2020,5,1,near_field,14,72.84887979397188,4.203564190374816,TRUE,Flag-matrix
SITE-05,90,2020-06-15,2020,6,1,near_field,13,88.8819237463825,1.87316604114657,TRUE,Flag-matrix
SITE-05,91,2020-07-15,2020,7,1,near_field,15,103.65397716313188,2.0450675825281657,TRUE,Flag-matrix
SITE-05,92,2020-08-15,2020,8,1,near_field,16,81.44899044839003,1.7839742951993527,TRUE,Pass
SITE-05,93,2020-09-15,2020,9,1,near_field,15,89.71124552761913,1.1910803509807177,FALSE,Pass
SITE-05,94,2020-10-15,2020,10,1,near_field,14,131.96354347128423,1.9052380337449657,TRUE,Pass
SITE-05,95,2020-11-15,2020,11,1,near_field,16,108.61136727543756,2.012385640259989,TRUE,Pass
SITE-05,96,2020-12-15,2020,12,1,near_field,15,131.9797897774491,2.01063011044741,TRUE,Flag-matrix
SITE-05,97,2021-01-15,2021,1,1,near_field,20,325.3513766861429,4.333097265101546,TRUE,Pass
SITE-05,98,2021-02-15,2021,2,1,near_field,22,200.4225691097976,1.4576478630350933,FALSE,Pass
SITE-05,99,2021-03-15,2021,3,1,near_field,27,220.90517447175972,3.806028268524987,TRUE,Flag-matrix
SITE-05,100,2021-04-15,2021,4,1,near_field,21,197.74170629978389,2.6036200695789975,TRUE,Pass
SITE-05,101,2021-05-15,2021,5,1,near_field,28,294.7885920168272,0.9172318431503597,FALSE,Pass
SITE-05,102,2021-06-15,2021,6,1,near_field,22,275.5768818630852,2.102264742078436,TRUE,Pass
SITE-05,103,2021-07-15,2021,7,1,near_field,25,177.6401345393537,3.2618534720958343,TRUE,Pass
SITE-05,104,2021-08-15,2021,8,1,near_field,22,171.51737145373815,1.5407373113497147,TRUE,Pass
SITE-05,105,2021-09-15,2021,9,1,near_field,19,256.7102911423104,3.1654511493663957,TRUE,Flag-matrix
SITE-05,106,2021-10-15,2021,10,1,near_field,19,105.34348306926492,3.7073581001659583,TRUE,Pass
SITE-05,107,2021-11-15,2021,11,1,near_field,21,57.49952481449633,1.4546211020421485,FALSE,Flag-matrix
SITE-05,108,2021-12-15,2021,12,1,near_field,24,293.5602834261412,3.315706081076228,TRUE,Pass
SITE-05,109,2022-01-15,2022,1,1,near_field,17,64.61392335538729,2.8208550762365467,TRUE,Pass
SITE-05,110,2022-02-15,2022,2,1,near_field,13,66.48800450303347,2.5265346529381034,TRUE,Pass
SITE-05,111,2022-03-15,2022,3,1,near_field,16,85.0576406170001,2.7609947781070354,TRUE,Pass
SITE-05,112,2022-04-15,2022,4,1,near_field,12,57.548622507675816,3.470388093086904,TRUE,Flag-matrix
SITE-05,113,2022-05-15,2022,5,1,near_field,12,67.75092371444484,1.6690190365372821,TRUE,Pass
SITE-05,114,2022-06-15,2022,6,1,near_field,15,77.37656173901186,3.8153917339258347,TRUE,Pass
SITE-05,115,2022-07-15,2022,7,1,near_field,13,95.15814766371325,5.007574758085364,TRUE,Pass
SITE-05,116,2022-08-15,2022,8,1,near_field,11,48.495416639813534,2.5699094985212296,TRUE,Pass
SITE-05,117,2022-09-15,2022,9,1,near_field,11,65.1578471691378,1.1326190591880025,FALSE,Flag-matrix
SITE-05,118,2022-10-15,2022,10,1,near_field,14,83.3879315646336,1.9029369761402979,TRUE,Flag-matrix
SITE-05,119,2022-11-15,2022,11,1,near_field,18,51.534832927787456,1.2492500239518527,FALSE,Pass
SITE-05,120,2022-12-15,2022,12,1,near_field,15,71.77235997828629,2.7083918147732655,TRUE,Flag-matrix
SITE-05,121,2023-01-15,2023,1,1,near_field,18,272.4010428992942,2.484341321284495,TRUE,Pass
SITE-05,122,2023-02-15,2023,2,1,near_field,24,303.21486096332524,2.8803474023937894,TRUE,Pass
SITE-05,123,2023-03-15,2023,3,1,near_field,20,173.78645807155016,3.1040828688787916,TRUE,Flag-matrix
SITE-05,124,2023-04-15,2023,4,1,near_field,19,60.3300470480671,2.2564370362168136,TRUE,Pass
SITE-05,125,2023-05-15,2023,5,1,near_field,22,386.4227246406122,1.767014138152015,TRUE,Pass
SITE-05,126,2023-06-15,2023,6,1,near_field,24,306.7879663796977,3.099496908853126,TRUE,Pass
SITE-05,127,2023-07-15,2023,7,1,near_field,28,309.5534522792842,3.2044687061692483,TRUE,Pass
SITE-05,128,2023-08-15,2023,8,1,near_field,22,339.04277706805425,3.2228485294809026,TRUE,Pass
SITE-05,129,2023-09-15,2023,9,1,near_field,17,255.3217086247274,1.4775023308506696,FALSE,Pass
SITE-05,130,2023-10-15,2023,10,1,near_field,22,162.0809639404945,2.828891125363056,TRUE,Pass
SITE-05,131,2023-11-15,2023,11,1,near_field,20,401.83355727006864,2.50532124288716,TRUE,Pass
SITE-05,132,2023-12-15,2023,12,1,near_field,24,193.91417069729258,2.1835852001250764,TRUE,Pass
SITE-05,133,2024-01-15,2024,1,1,near_field,19,312.625893586695,1.9515847439539598,TRUE,Pass
SITE-05,134,2024-02-15,2024,2,1,near_field,17,106.73784498163472,2.726229525228233,TRUE,Flag-matrix
SITE-05,135,2024-03-15,2024,3,1,near_field,17,464.63471877796695,4.21033325574686,TRUE,Flag-matrix
SITE-05,136,2024-04-15,2024,4,1,near_field,15,250.33153653213625,4.3160099549215,TRUE,Pass
SITE-05,137,2024-05-15,2024,5,1,near_field,13,221.26578619504795,2.751000722620786,TRUE,Flag-matrix
SITE-05,138,2024-06-15,2024,6,1,near_field,21,140.07820863265,2.0295820232044477,TRUE,Pass
SITE-05,139,2024-07-15,2024,7,1,near_field,17,106.77466424256318,2.200951963713519,TRUE,Flag-matrix
SITE-05,140,2024-08-15,2024,8,1,near_field,12,79.99449882479993,1.5035039244013095,TRUE,Pass
SITE-05,141,2024-09-15,2024,9,1,near_field,11,158.6632152376467,2.6534060065697274,TRUE,Pass
SITE-05,142,2024-10-15,2024,10,1,near_field,16,201.43052773216485,2.4176580660510294,TRUE,Pass
SITE-05,143,2024-11-15,2024,11,1,near_field,17,188.29802790004882,2.368321617900356,TRUE,Pass
SITE-05,144,2024-12-15,2024,12,1,near_field,13,255.9172650583905,1.785775776465648,TRUE,Pass
SITE-06,1,2013-01-15,2013,1,1,near_field,12,20.768668901639742,1.1914672788804872,FALSE,Pass
SITE-06,2,2013-02-15,2013,2,1,near_field,12,18.89568145293915,1.6650795489101209,TRUE,Pass
SITE-06,3,2013-03-15,2013,3,1,near_field,17,34.44285415214186,2.239300559888898,TRUE,Pass
SITE-06,4,2013-04-15,2013,4,1,near_field,14,28.59447399568875,2.974312409800456,TRUE,Pass
