child_id,parent_id,relation,source,assertion_mode,reviewed_by,reviewed_at,notes
ENVO:01000266,ENVO:01000797,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000268,ENVO:01000266,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000269,ENVO:01000271,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000270,ENVO:01000271,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000271,ENVO:00002016,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000272,ENVO:01000271,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000273,ENVO:00002053,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000274,ENVO:00002017,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000277,ENVO:01001125,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000301,ENVO:00002019,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000301,ENVO:01000813,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000349,ENVO:01000155,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000350,ENVO:01000017,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000356,ENVO:00002013,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000357,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000358,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000371,ENVO:00002264,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000372,ENVO:00002264,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000373,ENVO:00002264,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000405,ENVO:01001089,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000405,ENVO:01001646,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000406,ENVO:00010483,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000415,ENVO:01000405,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000416,ENVO:01000415,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000427,ENVO:00003082,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000436,ENVO:01000060,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000441,ENVO:00002013,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000442,ENVO:00002013,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000444,ENVO:01000231,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000451,ENVO:01000797,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000458,ENVO:0010001,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000459,ENVO:01000458,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000460,ENVO:00002984,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000461,ENVO:00003074,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000461,ENVO:0010001,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000461,ENVO:01000815,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000462,ENVO:0010001,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000463,ENVO:01000462,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000464,ENVO:01000462,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000473,ENVO:0010003,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000474,ENVO:00003074,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000474,ENVO:0010001,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000474,ENVO:01000814,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000476,ENVO:0010001,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000477,ENVO:01000476,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000478,ENVO:01000476,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000479,ENVO:01000476,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000480,ENVO:01000814,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000481,ENVO:01000480,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000482,ENVO:01000481,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000483,ENVO:01000482,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000484,ENVO:01000482,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000485,ENVO:01000481,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000508,ENVO:01000256,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000537,ENVO:01000797,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000551,ENVO:00002983,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000552,ENVO:01000554,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000553,ENVO:01000558,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000554,ENVO:01000797,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000554,ENVO:2000045,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000555,ENVO:01000552,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000556,ENVO:01000554,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000557,ENVO:01000558,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000558,ENVO:01000815,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000558,ENVO:2000045,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000559,ENVO:01000556,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000560,ENVO:01000155,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000560,ENVO:01000814,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000560,ENVO:2000045,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000575,ENVO:00010483,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000599,ENVO:03605006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000600,ENVO:00002011,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000628,ENVO:01000155,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000637,ENVO:00010483,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000648,ENVO:02000140,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000660,ENVO:01000814,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000661,ENVO:00001995,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000662,ENVO:00001995,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000663,ENVO:00001995,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000676,ENVO:00002005,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000681,ENVO:01000508,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000701,ENVO:02000090,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000722,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000751,ENVO:00001995,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000770,ENVO:01000451,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000789,ENVO:01000797,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000790,ENVO:01000789,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000797,ENVO:02000140,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000798,ENVO:02000140,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000814,ENVO:00010483,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000815,ENVO:02000140,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000828,ENVO:00002005,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000829,ENVO:01000828,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000838,ENVO:00010505,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000842,ENVO:01000844,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000844,ENVO:01001088,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000844,ENVO:01001652,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000845,ENVO:01000814,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000846,ENVO:01000845,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000847,ENVO:01000277,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000850,ENVO:01000845,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000851,ENVO:01000850,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000853,ENVO:01000256,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000872,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000939,ENVO:00010483,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000940,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000962,ENVO:00002016,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01000964,ENVO:00002001,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001004,ENVO:00005792,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001018,ENVO:00002224,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001028,ENVO:00002007,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001036,ENVO:00002007,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001037,ENVO:00002010,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001038,ENVO:00002010,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001039,ENVO:00002010,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001059,ENVO:02000008,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001060,ENVO:02000008,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001063,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001064,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001069,ENVO:00010483,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001088,ENVO:00010505,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001088,ENVO:02000140,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001089,ENVO:00010505,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001103,ENVO:01000155,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001113,ENVO:0010003,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001116,ENVO:00003031,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001117,ENVO:00003031,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001118,ENVO:00003031,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001119,ENVO:00003031,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001121,ENVO:01000155,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001121,ENVO:01000814,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001125,ENVO:01000814,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001126,ENVO:01001154,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001138,ENVO:01001125,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001139,ENVO:01001125,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001139,ENVO:2000045,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001140,ENVO:01001125,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001141,ENVO:01001125,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001154,ENVO:00010483,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001155,ENVO:01001154,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001156,ENVO:00010483,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001185,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001186,ENVO:01000701,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001189,ENVO:01000155,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001190,ENVO:00002200,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001202,ENVO:00010483,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001203,ENVO:00002007,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001204,ENVO:00001995,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001231,ENVO:01000155,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001231,ENVO:01000814,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001232,ENVO:01001231,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001233,ENVO:01001231,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001234,ENVO:01001231,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001235,ENVO:01001231,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001236,ENVO:01001235,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001237,ENVO:01001231,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001238,ENVO:01001231,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001238,ENVO:2000045,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001257,ENVO:00002010,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001257,ENVO:01000813,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001258,ENVO:01000844,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001267,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001268,ENVO:01001267,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:01001270,ENVO:01001267,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
